pin,slack
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1[34]:D,1946
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1[34]:Y,401
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[4]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[4]:CLK,3020
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[4]:D,2358
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[4]:Q,3020
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/dout[9]:ALn,2833
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/dout[9]:CLK,1940
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/dout[9]:D,327
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/dout[9]:EN,1797
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/dout[9]:Q,1940
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Wr_corefifo_grayToBinConv/bin_out_4_i_o2[8]:A,3216
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Wr_corefifo_grayToBinConv/bin_out_4_i_o2[8]:B,3169
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Wr_corefifo_grayToBinConv/bin_out_4_i_o2[8]:C,3101
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Wr_corefifo_grayToBinConv/bin_out_4_i_o2[8]:Y,3101
UART_Protocol_1/UART_RX_Protocol_0/counter_cry[12]:B,174908
UART_Protocol_1/UART_RX_Protocol_0/counter_cry[12]:CC,174956
UART_Protocol_1/UART_RX_Protocol_0/counter_cry[12]:P,174908
UART_Protocol_1/UART_RX_Protocol_0/counter_cry[12]:S,174956
UART_Protocol_1/UART_RX_Protocol_0/counter_cry[12]:Y3,
UART_Protocol_1/UART_RX_Protocol_0/counter_cry[12]:Y3A,
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_state_ns_0[5]:A,175476
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_state_ns_0[5]:B,174521
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_state_ns_0[5]:C,173569
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_state_ns_0[5]:Y,173569
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[8]:ALn,
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[8]:CLK,3970
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[8]:D,
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[8]:Q,3970
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wdiff_bus_fwft_cry_5:A,797
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wdiff_bus_fwft_cry_5:B,2805
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wdiff_bus_fwft_cry_5:CC,
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wdiff_bus_fwft_cry_5:P,797
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wdiff_bus_fwft_cry_5:Y3,
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wdiff_bus_fwft_cry_5:Y3A,2862
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_1:A,-1955
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_1:B,24
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_1:CC,-636
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_1:P,-1955
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_1:S,-636
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_1:Y3,
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_1:Y3A,111
UART_Protocol_0/COREUART_C0_0/COREUART_C0_0/make_RX/rcv_cnt.receive_count_3_i_o4[0]:A,174590
UART_Protocol_0/COREUART_C0_0/COREUART_C0_0/make_RX/rcv_cnt.receive_count_3_i_o4[0]:B,174559
UART_Protocol_0/COREUART_C0_0/COREUART_C0_0/make_RX/rcv_cnt.receive_count_3_i_o4[0]:C,172807
UART_Protocol_0/COREUART_C0_0/COREUART_C0_0/make_RX/rcv_cnt.receive_count_3_i_o4[0]:D,173603
UART_Protocol_0/COREUART_C0_0/COREUART_C0_0/make_RX/rcv_cnt.receive_count_3_i_o4[0]:Y,172807
Controler_0/Communication_CMD_MUX_0/CMD_Fifo_Write_Data[15]:A,2028
Controler_0/Communication_CMD_MUX_0/CMD_Fifo_Write_Data[15]:B,1994
Controler_0/Communication_CMD_MUX_0/CMD_Fifo_Write_Data[15]:C,1692
Controler_0/Communication_CMD_MUX_0/CMD_Fifo_Write_Data[15]:D,1652
Controler_0/Communication_CMD_MUX_0/CMD_Fifo_Write_Data[15]:Y,1652
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R0C0/CFG_19:C,2758
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R0C0/CFG_19:IPB,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R0C0/CFG_19:IPC,2758
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R0C0/CFG_19:IPD,
Data_Block_0/FIFOs_Reader_0/Event_RAM_W_Address_Integer[5]:ALn,2833
Data_Block_0/FIFOs_Reader_0/Event_RAM_W_Address_Integer[5]:CLK,2794
Data_Block_0/FIFOs_Reader_0/Event_RAM_W_Address_Integer[5]:D,2687
Data_Block_0/FIFOs_Reader_0/Event_RAM_W_Address_Integer[5]:EN,3777
Data_Block_0/FIFOs_Reader_0/Event_RAM_W_Address_Integer[5]:Q,2794
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[10]:A,175482
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[10]:B,175158
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[10]:C,175379
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[10]:Y,175158
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C1/CFG_5:B,2755
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C1/CFG_5:C,2753
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C1/CFG_5:IPB,2755
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C1/CFG_5:IPC,2753
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C1/CFG_5:IPD,
Data_Block_0/Input_Data_Part_0/Trigger_Unit_1/Threshold_Comparator.un1_input_data_cry_10:A,2091
Data_Block_0/Input_Data_Part_0/Trigger_Unit_1/Threshold_Comparator.un1_input_data_cry_10:B,2089
Data_Block_0/Input_Data_Part_0/Trigger_Unit_1/Threshold_Comparator.un1_input_data_cry_10:CC,
Data_Block_0/Input_Data_Part_0/Trigger_Unit_1/Threshold_Comparator.un1_input_data_cry_10:P,2089
Data_Block_0/Input_Data_Part_0/Trigger_Unit_1/Threshold_Comparator.un1_input_data_cry_10:Y3,
Data_Block_0/Input_Data_Part_0/Trigger_Unit_1/Threshold_Comparator.un1_input_data_cry_10:Y3A,2143
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[6]:ALn,175093
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[6]:CLK,173246
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[6]:D,172983
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[6]:EN,174814
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[6]:Q,173246
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_sel.tx_2_u_i_m2_2_1_0_wmux:A,173068
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_sel.tx_2_u_i_m2_2_1_0_wmux:B,173025
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_sel.tx_2_u_i_m2_2_1_0_wmux:C,172995
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_sel.tx_2_u_i_m2_2_1_0_wmux:D,172950
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_TX/xmit_sel.tx_2_u_i_m2_2_1_0_wmux:Y,172950
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[2]:ALn,
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[2]:CLK,3970
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[2]:D,
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[2]:Q,3970
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter_RNIP5TK9[26]:B,984
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter_RNIP5TK9[26]:CC,-1909
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter_RNIP5TK9[26]:P,984
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter_RNIP5TK9[26]:S,-1909
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter_RNIP5TK9[26]:Y3,
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter_RNIP5TK9[26]:Y3A,
Controler_0/Command_Decoder_0/state_reg_RNO[5]:A,3204
Controler_0/Command_Decoder_0/state_reg_RNO[5]:B,1568
Controler_0/Command_Decoder_0/state_reg_RNO[5]:C,2182
Controler_0/Command_Decoder_0/state_reg_RNO[5]:D,1298
Controler_0/Command_Decoder_0/state_reg_RNO[5]:Y,1298
Controler_0/Command_Decoder_0/cmd_ID[2]:ALn,2833
Controler_0/Command_Decoder_0/cmd_ID[2]:CLK,1376
Controler_0/Command_Decoder_0/cmd_ID[2]:D,1158
Controler_0/Command_Decoder_0/cmd_ID[2]:EN,3598
Controler_0/Command_Decoder_0/cmd_ID[2]:Q,1376
UART_Protocol_0/UART_TX_Protocol_0/un1_state_reg_4_i_a2_0_a2:A,173651
UART_Protocol_0/UART_TX_Protocol_0/un1_state_reg_4_i_a2_0_a2:B,173609
UART_Protocol_0/UART_TX_Protocol_0/un1_state_reg_4_i_a2_0_a2:Y,173609
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r[9]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r[9]:CLK,2346
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r[9]:D,2359
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r[9]:EN,1786
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r[9]:Q,2346
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C3_COREFIFO_C3_0_LSRAM_top_R0C0/CFG_13:B,2765
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C3_COREFIFO_C3_0_LSRAM_top_R0C0/CFG_13:C,2746
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C3_COREFIFO_C3_0_LSRAM_top_R0C0/CFG_13:IPB,2765
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C3_COREFIFO_C3_0_LSRAM_top_R0C0/CFG_13:IPC,2746
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C3_COREFIFO_C3_0_LSRAM_top_R0C0/CFG_13:IPD,
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr_fwft_RNIP7L51[1]:B,171301
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr_fwft_RNIP7L51[1]:CC,171208
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr_fwft_RNIP7L51[1]:P,171301
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr_fwft_RNIP7L51[1]:S,171208
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr_fwft_RNIP7L51[1]:Y3,
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr_fwft_RNIP7L51[1]:Y3A,
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[26]:ALn,2833
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[26]:CLK,3222
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[26]:D,1152
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[26]:EN,713
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[26]:Q,3222
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[27]:A,1776
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[27]:B,1979
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[27]:C,-40
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[27]:D,1577
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[27]:Y,-40
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1[14]:A,2138
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1[14]:B,2328
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1[14]:C,401
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1[14]:D,1946
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1[14]:Y,401
UART_Protocol_1/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto31_4:A,173729
UART_Protocol_1/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto31_4:B,173692
UART_Protocol_1/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto31_4:C,173626
UART_Protocol_1/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto31_4:Y,173626
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/re_set_RNO:A,3082
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/re_set_RNO:B,2956
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/re_set_RNO:C,2879
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/re_set_RNO:Y,2879
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_grayToBinConv_fwft/bin_out_1_1_i_o2[0]:A,3204
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_grayToBinConv_fwft/bin_out_1_1_i_o2[0]:B,3169
UART_Protocol_0/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_grayToBinConv_fwft/bin_out_1_1_i_o2[0]:Y,3169
Controler_0/Command_Decoder_0/cmd_CDb:ALn,2833
Controler_0/Command_Decoder_0/cmd_CDb:CLK,736
Controler_0/Command_Decoder_0/cmd_CDb:D,1260
Controler_0/Command_Decoder_0/cmd_CDb:EN,3598
Controler_0/Command_Decoder_0/cmd_CDb:Q,736
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/tx_hold_reg[7]:ALn,175093
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/tx_hold_reg[7]:CLK,176230
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/tx_hold_reg[7]:D,174457
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/tx_hold_reg[7]:EN,174395
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/tx_hold_reg[7]:Q,176230
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r9_0_a2:A,-1112
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r9_0_a2:B,938
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r9_0_a2:C,792
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r9_0_a2:Y,-1112
UART_Protocol_0/UART_RX_Protocol_0/state_reg[0]:ALn,175093
UART_Protocol_0/UART_RX_Protocol_0/state_reg[0]:CLK,172835
UART_Protocol_0/UART_RX_Protocol_0/state_reg[0]:D,173641
UART_Protocol_0/UART_RX_Protocol_0/state_reg[0]:Q,172835
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/un1_sc_r_fwft_cry_16_FCINST1:CC,1812
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/un1_sc_r_fwft_cry_16_FCINST1:CO,1812
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/un1_sc_r_fwft_cry_16_FCINST1:P,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/un1_sc_r_fwft_cry_16_FCINST1:Y3,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/un1_sc_r_fwft_cry_16_FCINST1:Y3A,
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter[6]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter[6]:CLK,579
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter[6]:D,155
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter[6]:Q,579
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/finite_event_counter[6]:SLn,1056
Controler_0/ADI_SPI_0/addr_counter[0]:ALn,2833
Controler_0/ADI_SPI_0/addr_counter[0]:CLK,2465
Controler_0/ADI_SPI_0/addr_counter[0]:D,-734
Controler_0/ADI_SPI_0/addr_counter[0]:EN,2828
Controler_0/ADI_SPI_0/addr_counter[0]:Q,2465
Data_Block_0/Input_Data_Part_1/Trigger_Unit_3/TRG_Unit_Detect:ALn,2833
Data_Block_0/Input_Data_Part_1/Trigger_Unit_3/TRG_Unit_Detect:CLK,-1236
Data_Block_0/Input_Data_Part_1/Trigger_Unit_3/TRG_Unit_Detect:D,1925
Data_Block_0/Input_Data_Part_1/Trigger_Unit_3/TRG_Unit_Detect:Q,-1236
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_3:A,-1860
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_3:B,280
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_3:CC,-1776
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_3:P,-1860
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_3:S,-1776
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_3:Y3,
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/rdiff_bus_fwft_cry_3:Y3A,327
Controler_0/ADI_SPI_0/data_counter_RNI595KU4[14]:B,2691
Controler_0/ADI_SPI_0/data_counter_RNI595KU4[14]:C,-1156
Controler_0/ADI_SPI_0/data_counter_RNI595KU4[14]:CC,-1105
Controler_0/ADI_SPI_0/data_counter_RNI595KU4[14]:P,-1156
Controler_0/ADI_SPI_0/data_counter_RNI595KU4[14]:S,-1105
Controler_0/ADI_SPI_0/data_counter_RNI595KU4[14]:Y3,
Controler_0/ADI_SPI_0/data_counter_RNI595KU4[14]:Y3A,
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2[0]:ALn,175093
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2[0]:CLK,171502
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2[0]:D,172812
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2[0]:Q,171502
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/RDATA_r[39]:ALn,2833
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/RDATA_r[39]:CLK,2328
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/RDATA_r[39]:D,2105
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/RDATA_r[39]:EN,1508
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/RDATA_r[39]:Q,2328
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[7]:A,1776
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[7]:B,1979
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[7]:C,-40
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[7]:D,1577
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/Q[7]:Y,-40
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[10]:ALn,
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[10]:CLK,176230
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[10]:D,
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/Rd_corefifo_NstagesSync_fwft/shift_reg[10]:Q,176230
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.wptr_gray[0]:ALn,2833
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.wptr_gray[0]:CLK,
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.wptr_gray[0]:D,3175
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.wptr_gray[0]:Q,
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/RDATA_r[6]:ALn,2833
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/RDATA_r[6]:CLK,2328
